Fecha publicación;CCAA;Dosis administradas;Porcentaje de dosis administradas por 100 habitantes;Personas con al menos una dosis;Personas con pauta completa;Porcentaje con pauta completa
15/10/2021;Canarias;3134909;139,67;1668495;1625164;72,41
10/05/2021;Cataluña;3134621;40,95;2149785;1012040;13,22
14/10/2021;Canarias;3133106;139,59;1667866;1624154;72,36
05/08/2021;Castilla y Leon;3131154;130,94;1758849;1523045;63,69
13/10/2021;Canarias;3130216;139,46;1667012;1622556;72,29
11/10/2021;Canarias;3127927;139,36;1666350;1621153;72,23
08/10/2021;Canarias;3125698;139,26;1665475;1619778;72,17
07/10/2021;Canarias;3124143;139,19;1664938;1618781;72,12
06/10/2021;Canarias;3122436;139,12;1664390;1617819;72,08
11/11/2021;Castilla La Mancha;3120748;152,74;1622159;1565341;76,61
01/09/2021;País Vasco;3118693;142,44;1737866;1583268;72,31
05/10/2021;Canarias;3112021;138,65;1663880;1616891;72,04
04/10/2021;Canarias;3110340;138,58;1663209;1615634;71,98
04/08/2021;Castilla y Leon;3108775;130;1746759;1511019;63,19
20/05/2021;Madrid;3108348;46,01;2139916;992121;14,69
01/10/2021;Canarias;3107798;138,46;1662214;1613757;71,9
30/09/2021;Canarias;3106081;138,39;1661518;1612483;71,84
10/11/2021;Castilla La Mancha;3105605;152;1621630;1564820;76,59
12/07/2021;Galicia;3105160;115,06;1763809;1472463;54,56
29/09/2021;Canarias;3104349;138,31;1660831;1611191;71,78
28/09/2021;Canarias;3102186;138,21;1660055;1609569;71,71
31/08/2021;País Vasco;3101175;141,64;1730153;1571907;71,79
27/09/2021;Canarias;3099511;138,09;1659176;1607472;71,62
09/06/2021;C. Valenciana;3097164;61,5;2052724;1141901;22,67
24/09/2021;Canarias;3094827;137,89;1657648;1603766;71,45
23/09/2021;Canarias;3092295;137,77;1656754;1601856;71,37
30/08/2021;País Vasco;3091748;141,21;1723934;1565808;71,51
22/02/2021;España;3090351;6,53;;1197061;2,53
22/09/2021;Canarias;3089321;137,64;1655800;1599463;71,26
21/09/2021;Canarias;3086337;137,51;1654822;1596897;71,15
03/08/2021;Castilla y Leon;3084849;129;1733514;1499115;62,69
20/09/2021;Canarias;3082735;137,35;1653675;1594010;71,02
08/11/2021;Castilla La Mancha;3080248;150,76;1621034;1563970;76,55
17/09/2021;Canarias;3076768;137,08;1651530;1589575;70,82
16/09/2021;Canarias;3073726;136,95;1650590;1587213;70,72
15/09/2021;Canarias;3070331;136,79;1649531;1584593;70,6
27/08/2021;País Vasco;3070204;140,22;1711314;1553563;70,96
05/11/2021;Castilla La Mancha;3068295;150,18;1620567;1563453;76,52
02/08/2021;Castilla y Leon;3067171;128,26;1722198;1491966;62,39
14/09/2021;Canarias;3066401;136,62;1648346;1581537;70,46
13/09/2021;Canarias;3062180;136,43;1647019;1578286;70,32
10/09/2021;Canarias;3055262;136,12;1644695;1572905;70,08
04/11/2021;Castilla La Mancha;3054178;149,49;1620136;1562888;76,49
26/08/2021;País Vasco;3053269;139,45;1702818;1543316;70,49
19/05/2021;Madrid;3052598;45,19;2112932;963120;14,26
05/05/2021;Andalucía;3051706;35,98;2126959;948493;11,18
09/09/2021;Canarias;3048319;135,81;1643155;1567096;69,82
08/09/2021;Canarias;3045373;135,68;1641887;1565022;69,73
30/07/2021;Castilla y Leon;3044350;127,31;1704546;1485543;62,12
03/11/2021;Castilla La Mancha;3042029;148,89;1619666;1562391;76,47
07/09/2021;Canarias;3039648;135,43;1639933;1560727;69,54
25/08/2021;País Vasco;3036750;138,7;1693694;1533196;70,03
02/11/2021;Castilla La Mancha;3035581;148,58;1618834;1561450;76,42
30/10/2021;Castilla La Mancha;3034595;148,53;1618834;1561450;76,42
06/09/2021;Canarias;3032486;135,11;1637271;1555357;69,3
28/10/2021;Castilla La Mancha;3032445;148,42;1618350;1557966;76,25
08/06/2021;C. Valenciana;3027516;60,11;2021513;1096969;21,78
27/10/2021;Castilla La Mancha;3027406;148,18;1617753;1557183;76,22
26/10/2021;Castilla La Mancha;3026412;148,13;1617430;1556739;76,19
25/10/2021;Castilla La Mancha;3025617;148,09;1617085;1552172;75,97
29/07/2021;Castilla y Leon;3024379;126,47;1692268;1477016;61,77
22/10/2021;Castilla La Mancha;3023247;147,97;1616516;1554433;76,08
21/10/2021;Castilla La Mancha;3021580;147,89;1615960;1553573;76,04
20/10/2021;Castilla La Mancha;3020014;147,81;1615399;1552693;76
24/08/2021;País Vasco;3019879;137,93;1687186;1520990;69,47
19/10/2021;Castilla La Mancha;3018987;147,76;1615027;1552095;75,97
18/10/2021;Castilla La Mancha;3018178;147,72;1614679;1551613;75,94
03/09/2021;Canarias;3017355;134,43;1632809;1543292;68,76
15/10/2021;Castilla La Mancha;3015354;147,59;1613694;1550399;75,88
07/05/2021;Cataluña;3013402;39,36;2061440;978279;12,78
14/10/2021;Castilla La Mancha;3012667;147,45;1612996;1549152;75,82
13/10/2021;Castilla La Mancha;3010205;147,33;1612358;1547975;75,76
23/08/2021;País Vasco;3010042;137,48;1680743;1513974;69,15
02/09/2021;Canarias;3009406;134,08;1630020;1537497;68,5
11/10/2021;Castilla La Mancha;3009180;147,28;1612041;1547454;75,74
08/10/2021;Castilla La Mancha;3005154;147,09;1610932;1545853;75,66
07/10/2021;Castilla La Mancha;3000638;146,86;1610141;1544308;75,59
01/09/2021;Canarias;3000239;133,67;1627898;1529830;68,16
28/07/2021;Castilla y Leon;2999224;125,42;1677809;1465388;61,28
18/05/2021;Madrid;2998227;44,38;2094066;927467;13,73
06/10/2021;Castilla La Mancha;2996925;146,68;1609422;1542918;75,52
09/07/2021;Galicia;2991035;110,83;1763320;1358672;50,35
31/08/2021;Canarias;2987863;133,12;1625416;1518238;67,64
05/10/2021;Castilla La Mancha;2984284;146,06;1608826;1541710;75,46
04/10/2021;Castilla La Mancha;2982956;146;1608335;1540707;75,41
07/06/2021;C. Valenciana;2980160;59,17;2011956;1053837;20,92
01/10/2021;Castilla La Mancha;2980156;145,86;1607279;1538591;75,31
20/08/2021;País Vasco;2977782;136;1662176;1494161;68,24
30/09/2021;Castilla La Mancha;2977641;145,74;1606483;1536673;75,21
04/05/2021;Andalucía;2976189;35,09;2083113;915632;10,79
27/07/2021;Castilla y Leon;2975385;124,43;1659299;1459069;61,02
29/09/2021;Castilla La Mancha;2974965;145,61;1605574;1534646;75,11
30/08/2021;Canarias;2973309;132,47;1622398;1505679;67,08
28/09/2021;Castilla La Mancha;2972378;145,48;1604715;1532654;75,02
27/09/2021;Castilla La Mancha;2970136;145,37;1604054;1530861;74,93
24/09/2021;Castilla La Mancha;2966054;145,17;1602778;1527597;74,77
23/09/2021;Castilla La Mancha;2962206;144,98;1601550;1524676;74,62
08/07/2021;Galicia;2961767;109,75;1762622;1329836;49,28
19/08/2021;País Vasco;2958933;135,14;1653265;1481851;67,68
22/09/2021;Castilla La Mancha;2958196;144,79;1600380;1521476;74,47
26/07/2021;Castilla y Leon;2957791;123,69;1650386;1449369;60,61
21/09/2021;Castilla La Mancha;2955110;144,64;1599760;1518839;74,34
20/09/2021;Castilla La Mancha;2952083;144,49;1599074;1516321;74,22
17/09/2021;Castilla La Mancha;2943319;144,06;1596183;1509939;73,9
17/05/2021;Madrid;2942235;43,55;2065290;900172;13,32
18/08/2021;País Vasco;2937384;134,16;1643006;1468079;67,05
16/09/2021;Castilla La Mancha;2937228;143,76;1594456;1505116;73,67
27/08/2021;Canarias;2936814;130,85;1617240;1472988;65,63
07/07/2021;Galicia;2936172;108,8;1738099;1327274;49,18
19/02/2021;España;2936011;6,2;;1171026;2,47
15/09/2021;Castilla La Mancha;2931269;143,47;1592867;1500352;73,43
06/05/2021;Cataluña;2930201;38,28;2026562;929062;12,14
23/07/2021;Castilla y Leon;2929743;122,52;1638358;1431776;59,87
14/09/2021;Castilla La Mancha;2926329;143,23;1591587;1496368;73,24
04/06/2021;C. Valenciana;2925664;58,09;1969186;1034551;20,54
26/08/2021;Canarias;2921594;130,17;1614634;1459667;65,03
13/09/2021;Castilla La Mancha;2920640;142,95;1590562;1491459;73
17/08/2021;País Vasco;2920353;133,38;1628479;1462718;66,81
16/08/2021;País Vasco;2913076;133,05;1622516;1458925;66,63
10/09/2021;Castilla La Mancha;2909587;142,41;1588091;1482325;72,55
06/07/2021;Galicia;2908270;107,76;1712446;1323684;49,05
09/09/2021;Castilla La Mancha;2898267;141,85;1585556;1472929;72,09
22/07/2021;Castilla y Leon;2898186;121,2;1625886;1411929;59,04
13/08/2021;País Vasco;2891576;132,07;1607113;1449768;66,21
08/09/2021;Castilla La Mancha;2890371;141,47;1583459;1466613;71,78
25/08/2021;Canarias;2885319;128,55;1596996;1435123;63,94
05/07/2021;Galicia;2882775;106,82;1712125;1295553;48,01
07/09/2021;Castilla La Mancha;2881494;141,03;1581402;1459369;71,43
06/09/2021;Castilla La Mancha;2872957;140,62;1579827;1452091;71,07
12/08/2021;País Vasco;2872749;131,21;1590360;1445424;66,02
03/05/2021;Andalucía;2871001;33,85;2015029;875965;10,33
21/07/2021;Castilla y Leon;2870141;120,02;1606495;1401970;58,63
24/08/2021;Canarias;2868549;127,8;1593821;1420762;63,3
03/09/2021;Castilla La Mancha;2855464;139,76;1576250;1437499;70,36
11/08/2021;País Vasco;2849782;130,16;1574155;1436612;65,61
20/07/2021;Castilla y Leon;2841996;118,85;1587803;1391529;58,19
05/05/2021;Cataluña;2840839;37,11;1989218;875816;11,44
14/05/2021;Madrid;2840623;42,05;2005375;858113;12,7
03/06/2021;C. Valenciana;2840184;56,39;1898860;1012909;20,11
23/08/2021;Canarias;2838958;126,49;1587828;1395874;62,19
02/09/2021;Castilla La Mancha;2836770;138,84;1572538;1421938;69,6
10/08/2021;País Vasco;2832191;129,35;1563610;1427945;65,22
30/04/2021;Andalucía;2831912;33,38;2004070;846489;9,98
01/09/2021;Castilla La Mancha;2822765;138,16;1569568;1410213;69,02
09/08/2021;País Vasco;2822378;128,91;1561179;1419930;64,85
19/07/2021;Castilla y Leon;2821231;117,98;1575005;1382765;57,82
20/08/2021;Canarias;2817265;125,52;1584038;1377153;61,36
31/08/2021;Castilla La Mancha;2811233;137,59;1566326;1401383;68,59
06/05/2022;Murcia;2811098;186,27;1299001;1276629;84,59
29/04/2022;Murcia;2808027;186,07;1298473;1274852;84,48
22/04/2022;Murcia;2804997;185,87;1298020;1273693;84,4
30/08/2021;Castilla La Mancha;2803658;137,22;1563465;1396222;68,34
18/04/2022;Murcia;2803449;185,76;1297841;1273117;84,36
06/08/2021;País Vasco;2801799;127,97;1548470;1409197;64,36
08/04/2022;Murcia;2801043;185,61;1297638;1272263;84,3
19/08/2021;Canarias;2800453;124,77;1580191;1363152;60,73
25/03/2022;Murcia;2793540;185,11;1296865;1268706;84,07
27/08/2021;Castilla La Mancha;2789636;136,54;1559014;1385911;67,83
18/03/2022;Murcia;2787681;184,72;1296430;1266032;83,89
02/07/2021;Galicia;2787418;103,29;1647206;1263951;46,84
18/02/2021;España;2782751;5,88;;1144556;2,42
11/03/2022;Murcia;2782362;184,37;1295992;1262966;83,69
18/08/2021;Canarias;2781775;123,94;1577077;1347109;60,02
16/07/2021;Castilla y Leon;2773406;115,98;1547664;1344757;56,24
05/08/2021;País Vasco;2771740;126,59;1528989;1395937;63,76
04/08/2021;País Vasco;2771713;126,59;1528988;1395911;63,76
04/05/2021;Cataluña;2768664;36,17;1948945;842090;11
17/08/2021;Canarias;2762333;123,07;1573698;1330533;59,28
04/03/2022;Murcia;2761429;182,98;1294635;1220493;80,87
03/03/2022;Murcia;2760737;182,93;1294559;1220297;80,86
02/03/2022;Murcia;2758885;182,81;1294454;1219092;80,78
25/08/2021;Castilla La Mancha;2757579;134,97;1550314;1361174;66,62
26/08/2021;Castilla La Mancha;2757579;134,97;1550314;1361174;66,62
01/03/2022;Murcia;2755550;182,59;1294281;1217030;80,64
03/08/2021;País Vasco;2755034;125,83;1516168;1390465;63,51
01/07/2021;Galicia;2754445;102,06;1643791;1234266;45,74
28/02/2022;Murcia;2752818;182,41;1294188;1215051;80,51
25/02/2022;Murcia;2750979;182,29;1293985;1214480;80,48
13/05/2021;Madrid;2749920;40,71;1945081;827497;12,25
21/02/2022;Murcia;2749402;182,18;1297596;1217460;80,67
18/02/2022;Murcia;2747714;182,07;1297468;1217082;80,65
24/02/2022;Murcia;2747514;182,06;1293643;1213199;80,39
24/08/2021;Castilla La Mancha;2746785;134,44;1546217;1350653;66,11
23/02/2022;Murcia;2745618;181,93;1293365;1212421;80,34
17/02/2022;Murcia;2745033;181,89;1297357;1215614;80,55
02/08/2021;País Vasco;2744493;125,35;1511261;1383558;63,19
22/02/2022;Murcia;2743019;181,76;1293121;1211444;80,27
15/07/2021;Castilla y Leon;2740815;114,62;1537080;1321495;55,26
29/04/2021;Andalucía;2740589;32,31;1957002;800160;9,43
02/06/2021;C. Valenciana;2739554;54,4;1853652;952405;18,91
23/08/2021;Castilla La Mancha;2736930;133,96;1542133;1344416;65,8
03/05/2021;Cataluña;2728479;35,64;1910864;831979;10,87
30/06/2021;Galicia;2727699;101,07;1641050;1209895;44,83
16/08/2021;Canarias;2720186;121,19;1562869;1297911;57,83
13/08/2021;Canarias;2720139;121,19;1562869;1297864;57,82
30/07/2021;País Vasco;2718179;124,15;1492648;1372881;62,7
12/05/2021;Madrid;2716847;40,22;1942011;797465;11,8
16/02/2022;Murcia;2716561;180,01;1297171;1201041;79,58
15/02/2022;Murcia;2716240;179,99;1296850;1201041;79,58
14/02/2022;Murcia;2716227;179,99;1296837;1201041;79,58
11/02/2022;Murcia;2715920;179,96;1296530;1201041;79,58
09/02/2022;Murcia;2715763;179,95;1296373;1201041;79,58
10/02/2022;Murcia;2715763;179,95;1296373;1201041;79,58
08/02/2022;Murcia;2714509;179,87;1296215;1200850;79,57
20/08/2021;Castilla La Mancha;2713573;132,81;1531420;1330737;65,13
07/02/2022;Murcia;2713177;179,78;1296106;1200691;79,56
04/02/2022;Murcia;2708236;179,46;1295593;1200313;79,54
03/02/2022;Murcia;2705089;179,25;1295235;1200097;79,52
12/08/2021;Canarias;2703242;120,44;1557388;1285872;57,29
14/07/2021;Castilla y Leon;2702548;113,02;1523710;1293957;54,11
29/07/2021;País Vasco;2701837;123,4;1480354;1366478;62,41
02/02/2022;Murcia;2701586;179,02;1294910;1199949;79,51
01/02/2022;Murcia;2697993;178,78;1294716;1199771;79,5
31/01/2022;Murcia;2694675;178,56;1294328;1199524;79,48
19/08/2021;Castilla La Mancha;2693802;131,85;1523089;1318449;64,53
29/06/2021;Galicia;2692659;99,78;1618598;1196279;44,33
17/02/2021;España;2690457;5,68;;1119180;2,36
11/08/2021;Canarias;2689655;119,83;1550812;1278219;56,95
28/01/2022;Murcia;2686519;178,02;1293535;1199076;79,45
28/07/2021;País Vasco;2682155;122,5;1469465;1355860;61,93
01/06/2021;C. Valenciana;2679175;53,2;1821055;913453;18,14
18/08/2021;Castilla La Mancha;2675040;130,93;1514776;1307125;63,98
10/08/2021;Canarias;2673767;119,13;1542328;1269785;56,57
26/01/2022;Murcia;2671395;177,01;1292349;1198209;79,4
27/01/2022;Murcia;2671395;177,01;1292349;1198209;79,4
13/07/2021;Castilla y Leon;2670940;111,69;1512429;1271330;53,16
31/05/2021;C. Valenciana;2665032;52,92;1812778;904088;17,95
25/01/2022;Murcia;2661287;176,34;1291745;1197802;79,37
17/08/2021;Castilla La Mancha;2660882;130,24;1507318;1299758;63,62
28/06/2021;Galicia;2659506;98,55;1608182;1163312;43,11
11/05/2021;Madrid;2656416;39,32;1911547;767401;11,36
24/01/2022;Murcia;2656105;176;1291296;1197480;79,35
09/08/2021;Canarias;2655699;118,32;1534597;1258483;56,07
16/08/2021;Castilla La Mancha;2649358;129,67;1500113;1294688;63,37
21/01/2022;Murcia;2645869;175,32;1290000;1197033;79,32
28/05/2021;C. Valenciana;2644995;52,52;1804127;890399;17,68
28/04/2021;Andalucía;2644818;31,18;1902321;742497;8,75
06/05/2022;Aragón;2644040;198,6;1149450;1126325;84,6
29/04/2022;Aragón;2641825;198,44;1149226;1125649;84,55
12/07/2021;Castilla y Leon;2640669;110,43;1501753;1250366;52,29
29/12/2021;Murcia;2637821;174,79;1247495;1187609;78,69
22/04/2022;Aragón;2636437;198,03;1148837;1124663;84,48
20/01/2022;Murcia;2635845;174,66;1289389;1196436;79,28
18/04/2022;Aragón;2634657;197,9;1148684;1124092;84,43
27/07/2021;País Vasco;2634243;120,31;1466246;1310475;59,85
26/07/2021;País Vasco;2633260;120,27;1465312;1310148;59,84
27/05/2021;C. Valenciana;2632543;52,27;1797349;881810;17,51
08/04/2022;Aragón;2631497;197,66;1148255;1122937;84,35
19/01/2022;Murcia;2628185;174,15;1287482;1195810;79,24
25/03/2022;Aragón;2625708;197,23;1147576;1120260;84,15
28/12/2021;Murcia;2625069;173,94;1245609;1187576;78,69
16/02/2021;España;2624512;5,54;;1096922;2,32
13/08/2021;Castilla La Mancha;2623850;128,42;1484892;1283084;62,8
06/08/2021;Canarias;2623273;116,88;1516518;1241778;55,33
18/03/2022;Aragón;2621146;196,88;1146999;1117915;83,97
18/01/2022;Murcia;2618906;173,54;1285444;1195185;79,2
11/03/2022;Aragón;2616594;196,54;1146608;1115279;83,77
27/12/2021;Murcia;2615171;173,29;1243676;1187421;78,68
17/01/2022;Murcia;2613256;173,16;1283950;1194555;79,15
04/03/2022;Aragón;2608312;195,92;1145876;1099468;82,59
05/08/2021;Canarias;2605695;116,09;1508002;1232351;54,91
02/03/2022;Aragón;2604405;195,63;1145524;1097782;82,46
03/03/2022;Aragón;2604405;195,63;1145524;1097782;82,46
23/12/2021;Murcia;2602625;172,46;1236955;1186713;78,64
01/03/2022;Aragón;2601775;195,43;1145458;1095978;82,32
14/01/2022;Murcia;2600809;172,34;1282119;1193346;79,07
28/02/2022;Aragón;2600491;195,33;1145410;1095479;82,29
25/02/2022;Aragón;2599412;195,25;1145196;1095241;82,27
24/02/2022;Aragón;2597049;195,07;1144940;1094152;82,19
23/02/2022;Aragón;2594663;194,89;1144787;1093247;82,12
10/05/2021;Madrid;2594103;38,4;1879657;736874;10,91
12/08/2021;Castilla La Mancha;2593490;126,94;1463501;1204861;58,97
22/02/2022;Aragón;2592517;194,73;1144693;1092036;82,03
22/12/2021;Murcia;2591060;171,69;1230545;1186333;78,61
21/02/2022;Aragón;2590826;194,61;1144656;1090943;81,94
30/04/2021;Cataluña;2590635;33,84;1820712;783350;10,23
09/07/2021;Castilla y Leon;2589142;108,27;1491790;1203026;50,31
18/02/2022;Aragón;2589051;194,47;1144387;1090643;81,92
04/08/2021;Canarias;2585991;115,22;1498408;1221821;54,44
17/02/2022;Aragón;2585139;194,18;1144194;1089178;81,81
12/01/2022;Murcia;2577089;170,77;1274948;1192078;78,99
13/01/2022;Murcia;2577086;170,77;1274948;1192073;78,99
16/02/2022;Aragón;2575509;193,46;1144010;1075543;80,79
27/04/2021;Andalucía;2574292;30,35;1865789;708503;8,35
14/02/2022;Aragón;2572917;193,26;1143658;1075220;80,76
15/02/2022;Aragón;2572917;193,26;1143658;1075220;80,76
11/02/2022;Aragón;2569889;193,03;1143496;1075082;80,75
11/08/2021;Castilla La Mancha;2569476;125,76;1449535;1194758;58,48
21/12/2021;Murcia;2568181;170,18;1214519;1181364;78,28
10/02/2022;Aragón;2567284;192,84;1143214;1074852;80,74
25/06/2021;Galicia;2566210;95,09;1574553;1097644;40,67
26/05/2021;C. Valenciana;2565940;50,95;1756168;854060;16,96
03/08/2021;Canarias;2565230;114,29;1487018;1212024;54
11/01/2022;Murcia;2564736;169,95;1270600;1191451;78,95
09/02/2022;Aragón;2564123;192,6;1143056;1074618;80,72
20/12/2021;Murcia;2562120;169,77;1212875;1180579;78,23
15/02/2021;España;2561608;5,41;;1070091;2,26
08/02/2022;Aragón;2561461;192,4;1142832;1074518;80,71
07/02/2022;Aragón;2559662;192,27;1142766;1074406;80,7
10/01/2022;Murcia;2557929;169,5;1268774;1191056;78,92
04/02/2022;Aragón;2555750;191,97;1142222;1074266;80,69
10/08/2021;Castilla La Mancha;2554432;125,03;1440137;1189070;58,2
23/07/2021;País Vasco;2552997;116,6;1463355;1231330;56,24
03/02/2022;Aragón;2550076;191,55;1141780;1074070;80,68
08/07/2021;Castilla y Leon;2548235;106,56;1482374;1171193;48,98
17/12/2021;Murcia;2547938;168,83;1211117;1179641;78,17
09/08/2021;Castilla La Mancha;2544615;124,55;1435219;1184119;57,96
02/02/2022;Aragón;2543840;191,08;1141186;1073423;80,63
02/08/2021;Canarias;2541466;113,23;1472994;1201699;53,54
01/02/2022;Aragón;2538684;190,69;1140893;1073328;80,62
07/01/2022;Murcia;2538278;168,19;1262520;1190406;78,88
05/01/2022;Murcia;2538271;168,19;1262520;1190399;78,88
16/12/2021;Murcia;2537228;168,12;1210294;1178993;78,12
31/01/2022;Aragón;2536833;190,55;1140763;1073290;80,62
24/06/2021;Galicia;2531999;93,82;1544709;1091871;40,46
28/01/2022;Aragón;2531165;190,13;1140037;1073174;80,61
04/01/2022;Murcia;2528544;167,55;1258213;1189789;78,84
22/07/2021;País Vasco;2528408;115,48;1458494;1210274;55,28
26/04/2021;Andalucía;2528038;29,8;1837278;690760;8,14
15/12/2021;Murcia;2524468;167,28;1208764;1177367;78,02
27/01/2022;Aragón;2523583;189,56;1139441;1072970;80,59
06/08/2021;Castilla La Mancha;2521581;123,42;1424496;1171615;57,34
03/01/2022;Murcia;2518395;166,88;1253837;1189424;78,81
07/07/2021;Castilla y Leon;2515373;105,19;1474359;1146004;47,92
26/01/2022;Aragón;2514672;188,89;1138749;1072725;80,58
14/12/2021;Murcia;2511873;166,44;1208091;1177375;78,02
21/07/2021;País Vasco;2508517;114,57;1450019;1197443;54,69
30/12/2021;Murcia;2507852;166,18;1249647;1187763;78,7
29/04/2021;Cataluña;2506750;32,74;1793929;724242;9,46
25/05/2021;C. Valenciana;2506543;49,77;1737096;811694;16,12
13/12/2021;Murcia;2503404;165,88;1207365;1177239;78,01
05/08/2021;Castilla La Mancha;2500820;122,4;1413541;1161622;56,86
